Source_Name_4FGL,GLON_4FGL,GLAT_4FGL,Pivot_Energy,Flux1000,PL_Index,Unc_LP_Index,LP_Beta,LP_Sigcurv,hr12,hr23,Unc_PLEC_Expfactor,Unc_PLEC_Index,hr34,hr45,hr56,hr67,Variability_Index,Spectrum_Type,Unc_LP_beta,PLEC_Expfactor,ASSOC_FGL,ASSOC_FHL,CLASS1,ASSOC1,ASSOC_PROB_BAY,ASSOC_PROB_LR,FLAGS,AGN_BDT,PSR_BDT,AGN_NN,PSR_NN,AGN_LR,PSR_LR,AGN_RF,PSR_RF,BDT_Predict,NN_Predict,LR_Predict,RF_Predict
4FGL J1701.0-2617,356.63464,9.658588,1566.6879,-21.73820576,2.3844154,0.16919406,0.079623885,0.90391743,0.96659046,-0.60648084,0.00318695,0.42770687,-0.8095795,-0.46774855,-0.6718882,-0.6691432,2.262722412,PowerLaw,0.09976652,0.6666667,,,unk,PKS 1657-261,0,0.8487127,2,0.999793751,2.06E-04,0.959146185,0.040853815,0.997205954,0.002794046,0.967841327,0.032158673,0,0,0,0
4FGL J1701.2-3006,353.5795,7.323166,1243.2102,-19.55855997,2.2856126,0.07227133,0.42679995,10.692628,0.9867254,-0.27498335,0.001241469,0.13358982,-0.42051598,-0.64221984,-0.9659092,-0.9996583,1.698818372,LogParabola,0.05617421,0.6666667,3FGL J1701.2-3006,,glc,M 62,0.99724466,0,0,0.003274608,0.996725392,0.566528193,0.433471807,0.00642291,0.99357709,0.011226891,0.988773109,1,0.521,1,1
4FGL J1701.3-4924,338.2998,-4.509959,1842.4597,-21.55579586,2.478193,0.24969609,0.29857847,2.5111635,-0.99817216,0.9977144,0.003510743,0.43406415,-0.7124136,-0.6693255,-0.9999916,-0.9383545,1.713788511,PowerLaw,0.17471594,0.6666667,3FGL J1701.1-4930,,,,0,0,8,0.825281966,0.174718034,0.948016154,0.051983846,0.95517671,0.04482329,0.571936774,0.428063226,0,0.001,0,0.117
4FGL J1701.9-4625,340.72552,-2.77689,2252.5537,-21.12095888,2.6005383,0.52975655,0.23701355,2.122951,0.9906592,-0.65561455,0.012509774,1.2708666,-0.6007185,-0.8817847,-0.80150217,-0.9923505,1.790402663,PowerLaw,0.20419063,0.6666667,3FGL J1702.1-4623,,,,0,0,24,0.996197713,0.003802287,0.950691074,0.049308926,0.924033552,0.075966448,0.698425686,0.301574314,0,0.001,0,0
4FGL J1702.3-2525,357.5202,9.937774,2916.7783,-21.6935364,2.0889812,0.19102411,0.24019682,2.4146495,-0.7733175,-0.8895274,0.001729886,0.3353984,0.60641646,-0.47457412,-0.5883804,-0.9999858,1.413102682,PowerLaw,0.124386564,0.6666667,3FGL J1702.1-2524,,,,0,0,0,0.999799473,2.01E-04,0.955742324,0.044257676,0.995992733,0.004007267,0.923068383,0.076931617,0,0,0,0
4FGL J1702.5-4803,339.49985,-3.8463504,2220.1104,-21.51260049,2.4309502,0.27362826,0.09245616,1.0744272,0.3661004,0.993186,0.001915647,0.30504534,-0.8053593,-0.76887363,-0.6869558,-0.62932247,1.457988773,PowerLaw,0.10764439,0.6666667,,,,,0,0,24,0.998674046,0.001325954,0.954363778,0.045636222,0.971725103,0.028274897,0.914169893,0.085830107,0,0,0,0
4FGL J1702.7-5655,332.39505,-9.229002,1134.3977,-19.60770433,2.4767342,0.045293752,0.24643143,9.655973,0.5210513,-0.41204703,0.001457978,0.11978505,-0.6707611,-0.7548537,-0.90557206,-0.7690618,2.488935981,LogParabola,0.035441283,0.6666667,3FGL J1702.8-5656,,,,0,0,0,0.034123046,0.965876954,0.580160106,0.419839894,0.079549258,0.920450742,0.086696789,0.913303211,1,0.509,1,1
4FGL J1703.6-2850,354.92694,7.664326,1432.7297,-20.94152973,2.3588865,0.15455253,0.32404983,3.899895,-0.76687443,-0.12725808,0.002191369,0.2506361,-0.41089264,-0.6624787,-0.88998264,-0.9999991,2.686630514,LogParabola,0.11020746,0.6666667,3FGL J1703.6-2850,,,,0,0,0,0.998201654,0.001798346,0.953451495,0.046548505,0.989663472,0.010336528,0.456341573,0.543658427,0,0,0,0.754
4FGL J1704.8-4030,345.74304,0.42582232,2481.0952,-19.37477167,2.4275806,0.131392,0.36364427,5.743259,0.9953496,-0.42289233,0.001784061,0.27320343,-0.2996392,-0.53690517,-0.8154157,-0.9999879,2.346958817,LogParabola,0.1077595,0.6666667,,,,,0,0,0,0.211276707,0.788723293,0.763879843,0.236120157,0.51503907,0.48496093,0.055741217,0.944258783,1,0.187,0.354,1
4FGL J1705.1-4748,339.95142,-4.042506,1266.4431,-21.10679399,2.5708094,0.7645394,0.53773206,3.4450333,0.99880123,-0.69107246,0.014172855,1.0257447,-0.5460654,-0.7373814,-0.7305884,-0.99974096,1.912480165,LogParabola,0.576555,0.6666667,,,,,0,0,8,0.98417776,0.01582224,0.927830779,0.072169221,0.879144483,0.120855517,0.658323665,0.341676335,0,0.012,0,0.005
4FGL J1705.2-3850,347.12744,1.362518,3011.5037,-20.72694881,2.4044974,0.2980231,0.99523586,3.3998728,0.86345166,0.9384954,0.00504191,0.044198237,-0.277629,-0.4015145,-0.97388583,-0.2272071,1.859926924,LogParabola,,0.6666667,,,,,0,0,2048,0.666365287,0.333634713,0.829662312,0.170337688,0.638446084,0.361553916,0.311266467,0.688733533,0,0.109,0.282,0.998
4FGL J1705.4-4850,339.16757,-4.699696,1157.7688,-21.17607443,2.6163352,0.25555503,0.43860576,3.6711547,0.92191464,-0.53289014,0.00808208,0.66796136,-0.59519076,-0.77479845,-0.9999998,0.9960988,2.678471604,LogParabola,0.19324665,0.6666667,,,,,0,0,0,0.998966716,0.001033284,0.946288071,0.053711929,0.959178414,0.040821586,0.649917212,0.350082788,0,0.004,0,0.009
4FGL J1705.7-4124,345.13095,-0.26648456,2576.497,-20.17392596,2.497633,0.23846081,0.15522934,2.139195,0.9930996,-0.4822574,0.006733366,0.9994716,-0.6815999,-0.65735215,-0.80461013,-0.99976146,1.885883051,PowerLaw,0.115538985,0.6666667,3FGL J1705.5-4128c,,snr,SNR G344.7-00.1,1,0.86142564,258,0.715032763,0.284967237,0.950286025,0.049713975,0.917321838,0.082678162,0.585873327,0.414126673,0,0.001,0,0.082
4FGL J1706.2-4950,338.43805,-5.405058,1010.7557,-21.40982177,2.5980823,0.37441623,0.7330914,3.6947598,-0.89567983,-0.2987818,0.005311039,0.53353775,-0.4997121,-0.9472481,-0.99979097,-0.6354946,0.9458627,LogParabola,0.4091091,0.6666667,,,,,0,0,0,0.338902283,0.661097717,0.814511408,0.185488592,0.769557588,0.230442412,0.35982664,0.64017336,0.879,0.096,0,0.991
4FGL J1706.4-4609,341.41403,-3.221086,2218.4219,-21.27793726,2.4759653,0.30945298,0.37934712,2.0124674,0.7275934,0.31656057,0.012676142,1.899123,-0.3580153,-0.6853868,-0.9443425,0.08985796,1.752982262,PowerLaw,0.1374135,0.6666667,,,,,0,0,24,0.980986015,0.019013985,0.942282982,0.057717018,0.926138013,0.073861987,0.654700473,0.345299527,0,0.004,0,0.005
4FGL J1706.4-4649c,340.88,-3.6233463,2206.5044,-21.23451057,2.5316203,2.4497225,0.8159875,1.8973708,0.99918646,-0.59633535,0.002219793,0.23557001,-0.882336,-0.6319662,-0.996667,0.96561277,1.056840099,PowerLaw,0.20878296,0.6666667,,,,,0,0,306,0.548249775,0.451750225,0.94343283,0.05656717,0.81923446,0.18076554,0.653209376,0.346790624,0.319,0.005,0,0.005
4FGL J1706.5-4023,346.039,0.23102646,2605.28,-20.12335633,2.554276,0.2522215,0.17964986,2.8518305,0.93601495,0.96122026,0.006104593,0.65278256,-0.6992847,-0.76279926,-0.817063,-0.99996024,2.57353035,PowerLaw,0.09246661,0.6666667,,,,,0,0,24,0.996344805,0.003655195,0.943933269,0.056066731,0.876254229,0.123745771,0.669106766,0.330893234,0,0.004,0,0.003
4FGL J1706.8-4540,341.8465,-2.992643,2307.8784,-20.82984246,2.593944,0.32312754,0.27654257,2.352232,-0.48722264,-0.6359743,0.00956296,1.2052264,-0.74286777,-0.8374516,-0.67311126,-0.699585,1.697966546,PowerLaw,0.18794861,0.6666667,,,,,0,0,8,0.996194934,0.003805066,0.954897392,0.045102608,0.976750774,0.023249226,0.707598152,0.292401848,0,0,0,0
4FGL J1707.6-5351,335.3053,-7.968744,1323.113,-21.95220694,2.5040846,0.1873615,0.018270636,0.22699091,0.9956089,-0.63709366,0.001235628,0.13483188,-0.9021746,-0.58560675,-0.7545037,0.055764653,1.265593127,PowerLaw,0.11274359,0.6666667,,,,,0,0,4,0.999569382,4.31E-04,0.960452661,0.039547339,0.991124258,0.008875742,0.986144614,0.013855386,0,0,0,0
4FGL J1708.6-4312,344.01395,-1.7627261,1769.7601,-20.38866965,2.4786813,0.2051518,0.33543134,3.2429645,0.9116422,-0.52913207,0.003718352,0.50978607,-0.5647966,-0.67287457,-0.9564442,-0.99951607,1.945139692,LogParabola,0.1850868,0.6666667,,,unk,1RXS J170848.0-431418,0,0.91413355,0,0.376971602,0.623028398,0.917432319,0.082567681,0.842527196,0.157472804,0.260913143,0.739086857,0.921,0.015,0,1
4FGL J1708.8-0923,12.004873,17.805145,1093.7213,-21.7013216,2.5530586,0.26604906,0.24834298,2.3780205,0.8069595,0.84596837,0.004372046,0.47727448,-0.6532084,-0.76238304,-0.85999846,-0.99925923,1.512095239,PowerLaw,0.153839,0.6666667,3FGL J1709.4-0917,,,,0,0,16,0.930403037,0.069596963,0.784272015,0.215727985,0.590047682,0.409952318,0.59713915,0.40286085,0,0.113,0.315,0.05
4FGL J1709.4-0328,17.441475,20.770594,829.4129,-21.23072567,2.5444145,0.11037135,0.09223502,1.564921,-0.13061115,-0.7366955,0.002147163,0.21071132,-0.6180495,-0.72930056,-0.82050794,-0.9993567,1.699690909,PowerLaw,0.064041115,0.6666667,3FGL J1709.5-0335,,,,0,0,0,0.988684169,0.011315831,0.958893259,0.041106741,0.964347761,0.035652239,0.923228111,0.076771889,0,0,0,0
4FGL J1709.4-2127,1.7542691,10.944008,4776.482,-22.23911847,2.0516078,0.40108147,0.9947581,3.5897872,0.99682695,0.5542801,0.002157802,0.062737,-0.3464165,0.3144421,-0.8800025,-0.99972516,1.93587871,LogParabola,,0.6666667,,,,,0,0,2048,0.964276364,0.035723636,0.841508008,0.158491992,0.529951914,0.470048086,0.699054746,0.300945254,0,0.095,0.338,0.001
4FGL J1709.9-0900,12.498995,17.773561,1296.4148,-20.98088829,2.4833157,0.21513046,0.65114963,5.148112,-0.28000733,-0.56267613,0.011757445,1.053798,-0.469436,-0.80822057,-0.9979265,-0.9716767,2.667828285,LogParabola,0.23916274,0.6666667,,,,,0,0,0,0.974381418,0.025618582,0.737417709,0.262582291,0.703782392,0.296217608,0.352771193,0.647228807,0,0.203,0,0.989
4FGL J1710.0+4629,72.32397,36.373783,1425.3972,-22.41554656,2.3303094,0.16302826,-0.024632977,0.30481303,-0.10171742,-0.81247455,0.001950262,0.37119687,-0.48758188,-0.541,-0.6834503,-0.99998975,2.187911418,PowerLaw,0.070978746,0.6666667,3FGL J1709.9+4624,,,,0,0,0,0.999806428,1.94E-04,0.961479632,0.038520368,0.998555027,0.001444973,0.996189396,0.003810604,0,0,0,0
4FGL J1710.3-3039,354.31876,5.4216037,2442.3025,-21.49105126,2.2537076,0.3353963,0.37826216,2.4097707,0.9988641,-0.6863653,0.004919042,0.87431955,-0.19370101,-0.5344296,-0.76573557,-0.9944545,1.575862596,PowerLaw,0.2693348,0.6666667,,,,,0,0,0,0.997455782,0.002544218,0.942303502,0.057696498,0.948595694,0.051404306,0.770020963,0.229979037,0,0.006,0,0
4FGL J1710.8+1135,32.22916,27.527777,415.27512,-23.52194313,3.0081794,0.36049566,0.9999642,3.640405,0.99128366,-0.51308054,0.003678293,0.361078,-0.9426948,-1,0.9999761,-0.9999923,2.649417937,LogParabola,,0.6666667,,,,,0,0,2306,0.998996521,0.001003479,0.947878208,0.052121792,0.990865571,0.009134429,0.890554506,0.109445494,0,0,0,0
4FGL J1711.0-3002,354.9073,5.6433907,1530.2003,-20.50910846,2.4695957,0.20960014,0.97504383,6.795156,0.9995149,-0.4765837,0.002145204,0.2781656,-0.29379904,-0.8066757,-0.99999934,0.98994285,0.912798963,LogParabola,0.13047563,0.6666667,,,,,0,0,0,0.006255055,0.993744945,0.555110324,0.444889676,0.047089782,0.952910218,0.071702191,0.928297809,1,0.526,1,1
4FGL J1711.1-4600c,342.0178,-3.7858176,1219.7877,-20.88160567,2.6597319,0.4570514,0.54260516,3.9557815,-0.6500755,-0.21740809,0.010906639,0.78393805,-0.7429838,-0.8599328,-0.99999917,0.9999877,1.813474298,LogParabola,0.36275643,0.6666667,,,unk,AT20G J171106-455254,0,0.8495225,57,0.933558265,0.066441735,0.915647348,0.084352652,0.914018414,0.085981586,0.359790527,0.640209473,0,0.015,0,0.988
4FGL J1711.4-2526,358.72903,8.273246,1116.5283,-21.56796503,2.5375435,0.21215007,0.16993041,1.6140654,-0.32175407,-0.79417104,0.005455439,0.5596157,-0.54827523,-0.7320921,-0.9304924,0.15678792,2.340929105,PowerLaw,0.12841322,0.6666667,,,,,0,0,0,0.999451205,5.49E-04,0.965731646,0.034268354,0.99792016,0.00207984,0.849115426,0.150884574,0,0,0,0
4FGL J1711.6-3407,351.67,3.1419756,1952.1626,-21.40655582,2.489648,0.19036603,0.10829921,1.2045184,0.938164,0.9883935,0.001999124,0.31605747,-0.64768136,-0.7715432,-0.7646569,-0.48716554,2.196038987,PowerLaw,0.11113567,0.6666667,,,unk,NVSS J171151-340701,0,0.86258197,8,0.999251056,7.49E-04,0.955967136,0.044032864,0.982077583,0.017922417,0.91365965,0.08634035,0,0,0,0
4FGL J1711.9-1922,3.8427644,11.6571,1903.0972,-21.10879102,2.18529,0.18183424,0.454375,4.489594,0.9732383,-0.44177932,0.002831602,0.38801435,-0.20639727,-0.5776742,-0.83942366,-0.9988708,1.830434767,LogParabola,0.15234351,0.6666667,,,,,0,0,0,0.066809851,0.933190149,0.668059111,0.331940889,0.474573739,0.525426261,0.092103859,0.907896141,1,0.356,0.626,1
4FGL J1712.5-4642,341.59402,-4.3931174,1261.8738,-20.92189617,2.5648124,0.24108657,0.43629754,3.3905325,-0.47242382,-0.49760073,0.012294996,1.0706421,-0.70956016,-0.80465394,-0.95574635,-0.91294146,2.268865282,LogParabola,0.20043078,0.6666667,,,spp,SNR G343.0-06.0,0.8,0,10,0.957974644,0.042025356,0.952925832,0.047074168,0.9658451,0.0341549,0.460201109,0.539798891,0,0.002,0,0.757
4FGL J1712.9-4105,346.18567,-1.1619184,19460.996,-21.88629001,1.803471,0.19171481,-0.026172135,0.3615511,-0.99999964,0.9975397,2.19E-04,0.25542268,0.98417306,0.38165772,-1,0.9999998,1.779484963,PowerLaw,0.07526444,0.6666667,,,,,0,0,0,0.999486594,5.13E-04,0.94504671,0.05495329,0.938023424,0.061976576,0.98683725,0.01316275,0,0.007,0,0
4FGL J1713.5-3945e,347.3355,-0.47268543,8922.387,-19.15678587,1.7221098,0.05615223,0.073650144,3.2080982,-0.9997661,0.9995921,6.88E-05,0.05426315,0.13037287,-0.26243165,-0.38346565,-0.30268735,1.465195897,LogParabola,0.02397111,0.6666667,3FGL J1713.5-3945e,3FHL J1713.5-3945e,SNR,RX J1713.7-3946,,,0,0.425418299,0.574581701,0.93699095,0.06300905,0.940438841,0.059561159,0.956069143,0.043930857,0.871,0.012,0,0
4FGL J1714.1-3811,348.6703,0.36042526,10624.771,-20.38040536,1.959588,0.12250926,0.049195588,0.848202,0.541885,-0.5200169,2.00E-04,0.14736275,-0.6996522,-0.35221228,-0.47874892,-0.44947708,2.186735074,PowerLaw,0.059743866,0.6666667,,3FHL J1714.0-3811,snr,SNR G348.7+00.3,0.8,0.99554175,0,0.753919338,0.246080662,0.952476674,0.047523326,0.985957313,0.014042687,0.970456692,0.029543308,0,0.004,0,0
4FGL J1714.2-2928,355.77844,5.411589,1434.5438,-21.5470621,2.4666076,0.24676766,0.321857,2.2562604,-0.9981732,0.9991972,0.006557968,0.75458735,-0.67018044,-0.6446945,-0.9153117,-0.9962745,1.941351976,PowerLaw,0.1250872,0.6666667,,,glc,NGC 6304,0.83621186,0,8,0.991366543,0.008633457,0.954666317,0.045333683,0.98134014,0.01865986,0.644852519,0.355147481,0,0,0,0.008
4FGL J1714.8-1421,8.5043335,13.857754,2337.08,-22.04072719,2.1978583,0.5632942,0.76331604,2.672208,-0.7575923,-0.59706336,0.012904053,1.6692381,-0.054769125,-0.51830065,-0.74481744,-0.9999888,1.578461503,PowerLaw,0.5180514,0.6666667,,,,,0,0,0,0.998266431,0.001733569,0.939492108,0.060507892,0.948382943,0.051617057,0.879981903,0.120018097,0,0.004,0,0
4FGL J1714.8-3849,348.2501,-0.13213599,2641.8657,-19.27226594,2.494992,0.1215171,0.2658143,5.3094745,-0.58643496,-0.13479695,0.001997322,0.26696745,-0.65848833,-0.64887685,-0.9209391,-0.9437,0.249920072,LogParabola,0.08082264,0.6666667,,,,,0,0,272,0.16234117,0.83765883,0.633279786,0.366720214,0.09349898,0.90650102,0.064350772,0.935649228,1,0.407,1,1
4FGL J1714.9-3324,352.65103,3.0092595,1719.3961,-20.25299467,2.4256175,0.18657403,0.52473855,4.369955,0.7529054,-0.54661286,0.004197788,0.56209993,-0.30610362,-0.6562302,-0.87672895,-0.9997811,0.647339056,LogParabola,0.17115773,0.6666667,3FGL J1714.6-3327,,,,0,0,4,0.905021014,0.094978986,0.631558726,0.368441274,0.239195637,0.760804363,0.175212029,0.824787971,0,0.408,1,1
4FGL J1715.7-4239,345.22556,-2.4922395,1986.4742,-21.14246551,2.4468577,0.27724656,0.10947956,1.4401325,0.9908067,0.8504285,0.001844567,0.28872424,-0.72273105,-0.76030505,-0.51195675,-0.9998918,1.823361231,PowerLaw,0.1272328,0.6666667,,,,,0,0,25,0.953746838,0.046253162,0.953925545,0.046074455,0.972972815,0.027027185,0.897170326,0.102829674,0,0,0,0
4FGL J1715.8-4549,342.6496,-4.348496,1108.3165,-21.01592243,2.5632517,0.26675442,0.57563245,3.4828932,0.9598087,-0.6610146,0.006383305,0.56591296,-0.44001538,-0.86893433,-0.7347271,-0.715831,1.706097151,LogParabola,0.27852544,0.6666667,,,spp,SNR G343.0-06.0,0.8,0,0,0.986739107,0.013260893,0.884353484,0.115646516,0.847321074,0.152678926,0.643505509,0.356494491,0,0.035,0,0.015
4FGL J1716.1+2309,45.051193,30.653633,3260.6038,-22.01150721,1.9379474,0.17088525,0.15428975,2.0553732,-0.9995847,0.9999567,0.001075417,0.28410372,-0.5794882,-0.11642336,-0.8122269,-0.18566193,1.509452351,PowerLaw,0.09218095,0.6666667,,3FHL J1716.1+2308,,,0,0,0,0.994373863,0.005626137,0.951155172,0.048844828,0.974488947,0.025511053,0.964360317,0.035639683,0,0.001,0,0
4FGL J1716.7-2808,357.18124,5.7442875,1532.1827,-20.24385168,2.3301034,0.12642853,0.43330792,5.9223137,0.59217596,-0.45576924,0.002806295,0.3325102,-0.353149,-0.6200243,-0.949912,-0.9999812,2.650126041,LogParabola,0.10529589,0.6666667,3FGL J1716.6-2812,,glc,NGC 6316,0.97033656,0,0,0.37772111,0.62227889,0.762012711,0.237987289,0.769395966,0.230604034,0.118534992,0.881465008,0.917,0.174,0,1
4FGL J1716.8+4310,68.37585,34.919117,1075.4497,-22.58929448,2.5036345,0.36757544,0.43797374,2.130676,-0.7826865,-0.4426037,0.007798339,0.87464696,-0.68468285,-0.6087305,-0.999974,-0.17945014,2.18280272,PowerLaw,0.24679703,0.6666667,,,glc,NGC 6341,0.9968544,0,0,0.998903629,0.001096371,0.960697432,0.039302568,0.986509014,0.013490986,0.937519955,0.062480045,0,0,0,0
4FGL J1716.9-4152,345.99246,-2.2298715,2656.0378,-21.32515165,2.317846,0.23582369,0.19125387,1.8608477,-0.18053146,0.98734266,0.00257788,0.45260802,-0.01587757,-0.6613599,-0.8038334,-0.99871176,1.363886243,PowerLaw,0.13555813,0.6666667,,,,,0,0,24,0.97951126,0.02048874,0.947028171,0.052971829,0.959796638,0.040203362,0.728705114,0.271294886,0,0.001,0,0
4FGL J1717.0-3218,353.8027,3.2929642,1980.9266,-21.45758274,2.4102678,0.144336,-0.025141226,0.35924488,-0.99779767,0.998678,0.001009363,0.12422112,-0.6322913,-0.83151156,-0.7221558,0.24586485,2.222042726,PowerLaw,0.06357984,0.6666667,,,,,0,0,8,0.99967554,3.24E-04,0.9589169,0.0410831,0.999197349,8.03E-04,0.965736378,0.034263622,0,0,0,0
4FGL J1717.5-4022,347.2793,-1.4577785,3798.5315,-21.03607557,2.2947962,0.3101598,0.99832743,4.4166927,0.99970466,-0.9477644,0.003141174,0.02765879,0.21197006,-0.43368134,-0.90303767,-0.9929151,1.624844344,LogParabola,,0.6666667,,,,,0,0,2064,0.376182155,0.623817845,0.823578197,0.176421803,0.590639421,0.409360579,0.297554586,0.702445414,0.962,0.119,0.047,1
4FGL J1717.5-5804,332.6033,-11.504704,1295.7881,-20.85817719,2.3329694,0.11847545,0.3196157,3.9239275,-0.5318165,-0.55235034,0.002913169,0.35900483,-0.398661,-0.56508315,-0.9858938,-0.9999827,2.027867865,LogParabola,0.11295513,0.6666667,3FGL J1717.6-5802,,,,0,0,0,0.35368375,0.64631625,0.942596212,0.057403788,0.965343129,0.034656871,0.238009185,0.761990815,0.876,0.005,0,1
4FGL J1717.6-4404,344.25586,-3.593265,2147.5723,-20.86876319,2.5823748,0.24017482,0.21344377,2.559682,0.985223,-0.86421585,0.007445654,1.0434357,-0.6171439,-0.757015,-0.85332435,-0.99992967,1.18874086,PowerLaw,0.12823361,0.6666667,3FGL J1717.6-4404,,,,0,0,0,0.992965764,0.007034236,0.917392864,0.082607136,0.76359453,0.23640547,0.601854025,0.398145975,0,0.02,0,0.047
4FGL J1717.8+1955,41.687378,29.191544,935.2488,-22.50088506,2.5383034,0.16286062,0.05544762,0.51496583,0.33756992,-0.04369011,0.001237431,0.17639445,-0.83038366,-0.8232667,0.0508869,-0.77502686,1.642281416,PowerLaw,0.116578996,0.6666667,,,,,0,0,0,0.999370501,6.29E-04,0.961557091,0.038442909,0.996214002,0.003785998,0.986464511,0.013535489,0,0,0,0
4FGL J1718.0-3726,349.72232,0.16228539,4187.4375,-19.07912482,2.2524364,0.05433632,0.05980344,1.9954762,-0.22895396,-0.33154887,3.62E-04,0.09776779,-0.4396258,-0.630109,-0.6142678,-0.62401366,1.154109551,PowerLaw,0.03161362,0.6666667,3FGL J1718.0-3726,3FHL J1718.0-3726,snr,SNR G349.7+00.2,0.8,0.9997173,0,0.99435452,0.00564548,0.948525434,0.051474566,0.938955844,0.061044156,0.934951756,0.065048244,0,0.004,0,0
4FGL J1718.3-4445,343.77927,-4.0913744,2401.4165,-21.49300594,2.4778528,0.26236102,0.13867755,1.4416099,-0.9989446,0.99985087,0.003966482,0.6019064,-0.80347836,-0.60339653,-0.8748442,-0.31837365,1.937507338,PowerLaw,0.11948832,0.6666667,,,spp,SNR G343.0-06.0,0.8,0,16,0.996683183,0.003316817,0.957521462,0.042478538,0.991399554,0.008600446,0.833572563,0.166427437,0,0,0,0
4FGL J1719.0-4221,345.82043,-2.828351,1521.0513,-20.73618221,2.5323243,0.35131773,0.5412023,4.094549,0.99095166,0.08067278,0.011781852,1.3208375,-0.60268056,-0.7364168,-0.999911,-0.77241194,1.909558187,LogParabola,0.2924856,0.6666667,,,,,0,0,14,0.952291784,0.047708216,0.775431011,0.224568989,0.570550369,0.429449631,0.288272584,0.711727416,0,0.152,0.307,1
4FGL J1719.1-5348,336.33395,-9.321285,3077.6458,-21.84666087,2.1620514,0.13931555,-0.00814076,0.124370255,0.026787965,0.98536867,0.0010897,0.15104961,-0.5892028,-0.6673782,-0.3455051,-0.5271888,1.81073054,PowerLaw,0.053245526,0.6666667,,3FHL J1719.0-5348,,,0,0,0,0.999876789,1.23E-04,0.958166368,0.041833632,0.998775715,0.001224285,0.995981745,0.004018255,0,0,0,0
4FGL J1719.4-2916,356.59756,4.607987,1203.817,-20.96294436,2.5970974,0.24441937,0.5228173,3.4992387,0.72413826,0.23786925,0.007952372,0.6882037,-0.6474534,-0.75514346,-0.99994546,0.81657594,2.419560528,LogParabola,0.2219074,0.6666667,,,,,0,0,8,0.994764233,0.005235767,0.922740006,0.077259994,0.920407293,0.079592707,0.404886719,0.595113281,0,0.012,0,0.939
4FGL J1719.7-4500,343.71436,-4.440839,3294.2288,-21.54319845,2.4138606,0.28403142,0.21312052,1.8175156,-0.9926797,0.9985462,0.004203497,0.7731353,-0.59025484,-0.4632255,-0.8641199,-0.9999054,2.32613972,PowerLaw,0.07329081,0.6666667,,,spp,SNR G343.0-06.0,0.8,0,0,0.992265766,0.007734234,0.957111803,0.042888197,0.99187323,0.00812677,0.775682044,0.224317956,0,0,0,0
4FGL J1720.1-4358,344.60385,-3.9046657,2702.9011,-21.12098937,2.4488025,0.20420322,0.118998855,1.5572702,-0.99467844,0.99998844,0.002610155,0.3999943,-0.7772986,-0.73508483,-0.55630785,-0.9999582,1.754522674,PowerLaw,0.09426932,0.6666667,,,,,0,0,24,0.913318581,0.086681419,0.95706677,0.04293323,0.990980879,0.009019121,0.859390591,0.140609409,0,0,0,0
4FGL J1720.2-4757,341.32565,-6.188306,661.98206,-21.97487394,2.9078772,0.30372876,0.5250752,2.902652,0.013713894,-0.62729305,0.027253764,1.4436048,-0.87289554,-0.8847847,-0.8155368,-0.99767625,1.867671584,PowerLaw,0.29626402,0.6666667,,,spp,SNR G343.0-06.0,0.8,0.8772328,272,0.99974034,2.60E-04,0.957207674,0.042792326,0.942699372,0.057300628,0.845350925,0.154649075,0,0.005,0,0
4FGL J1720.6+0708,28.94247,23.41902,996.033,-20.80907482,2.3396614,0.1269594,0.38049087,5.096881,0.99873817,-0.24951638,0.002803103,0.26131657,-0.5572481,-0.7202472,-0.84748685,-0.99835664,1.778076665,LogParabola,0.10500253,0.6666667,3FGL J1720.7+0711,,,,0,0,0,0.030752856,0.969247144,0.581590267,0.418409733,0.256500443,0.743499557,0.034046837,0.965953163,1,0.499,1,1
4FGL J1720.6-3706,350.2972,-0.06531291,1379.3645,-19.87294868,2.6582716,0.20661558,0.36502305,4.4416013,0.045613594,-0.10814794,0.004641007,0.49083102,-0.64261013,-0.76177853,-0.9994504,-0.8925892,-0.20735763,LogParabola,0.07139282,0.6666667,1FGL J1720.7-3707c,,unk,1RXS J172051.9-371033,0,0.89904183,26,0.716854722,0.283145278,0.584804221,0.415195779,0.052403561,0.947596439,0.181013379,0.818986621,0,0.489,1,1
4FGL J1720.6-5144,338.19254,-8.362254,3607.5137,-22.0919696,2.16391,0.26409218,0.20123419,1.4703794,0.29250237,-0.94983184,0.001843157,0.463566,-0.003283173,-0.27882755,-0.81085664,-0.4997045,1.94937782,PowerLaw,0.15669394,0.6666667,,,unk,1RXS J172032.0-514414,0,0.937394,4,0.997692496,0.002307504,0.957235562,0.042764438,0.996660317,0.003339683,0.971540407,0.028459593,0,0,0,0
4FGL J1721.3-5257,337.24417,-9.12776,1039.9678,-20.97422367,2.4906826,0.18153661,0.5094033,4.4468055,-0.7360618,-0.3081496,0.004108553,0.38222757,-0.44001758,-0.78031737,-0.9444628,-0.99951935,2.217177654,LogParabola,0.18014222,0.6666667,3FGL J1721.4-5253,,,,0,0,0,0.805372416,0.194627584,0.927046733,0.072953267,0.949287495,0.050712505,0.195072022,0.804927978,0,0.013,0,1
