Source_Name_4FGL,GLON_4FGL,GLAT_4FGL,Pivot_Energy,Flux1000,PL_Index,Unc_LP_Index,LP_Beta,LP_Sigcurv,hr12,hr23,Unc_PLEC_Expfactor,Unc_PLEC_Index,hr34,hr45,hr56,hr67,Variability_Index,Spectrum_Type,Unc_LP_beta,PLEC_Expfactor,ASSOC_FGL,ASSOC_FHL,CLASS1,ASSOC1,ASSOC_PROB_BAY,ASSOC_PROB_LR,FLAGS,AGN_BDT,PSR_BDT,AGN_NN,PSR_NN,AGN_LR,PSR_LR,AGN_RF,PSR_RF,BDT_Predict,NN_Predict,LR_Predict,RF_Predict,Category_Prob
4FGL J1628.6-4553,337.36566,1.9523885,2207.014,-21.040546,2.4295168,0.20670626,0.15159382,1.6985345,0.8941765,-0.6794288,0.004853071,0.6666667,-0.6684628,-0.65155375,-0.89260364,-0.30679733,1.84825278,PowerLaw,0.12925492,0.64780205,3FGL J1628.4-4546,,,,0,0,0,0.993238925,0.006761075,0.963927175,0.036072825,0.971607771,0.028392229,0.933255967,0.066744033,0,0,0,0,AGN
4FGL J1629.3-4822c,335.65576,0.15445924,1688.1122,-19.7821173,2.5718696,0.2595711,0.36105466,3.9914374,-0.9998771,0.9998804,0.007940478,0.6666667,-0.6001505,-0.8493641,-0.99793947,0.8309697,2.25093988,LogParabola,0.15138291,0.83888406,,,,,0,0,58,0.430956759,0.569043241,0.902729409,0.097270591,0.906763031,0.093236969,0.58711037,0.41288963,1,0.015,0,0.082,MIXED
4FGL J1630.1-1049,4.933165,24.830862,2363.672,-21.1673883,2.2401667,0.25354487,0.9992127,5.778539,0.99969697,-0.4390484,0.004045005,0.6666667,-0.02618929,-0.5318688,-0.9999951,0.8608134,1.27984325,LogParabola,,0.026250454,3FGL J1630.2-1052,,,,0,0,2048,0.4332324,0.5667676,0.425663194,0.574336806,0.071449705,0.928550295,0.416199029,0.583800971,1,0.677,1,0.922,PSR
4FGL J1630.1-3546,344.96268,8.676667,953.6893,-21.7853229,2.5976257,0.22274117,0.268196,2.4146929,0.9999774,-0.44733632,0.010811188,0.6666667,-0.75466454,-0.73739684,-0.99999785,0.9724431,2.15753987,PowerLaw,0.1517219,0.863918,,,,,0,0,9,0.974966433,0.025033567,0.969308448,0.030691552,0.972919122,0.027080878,0.951283535,0.048716465,0,0,0,0,AGN
4FGL J1631.8+4144,65.97261,43.12388,5946.3823,-22.949644,1.7807935,0.27787754,0.09203475,0.7883537,0.97324765,-0.71714306,0.000878,0.6666667,-0.6952435,-0.041518055,-0.5950219,-0.10524521,2.42350921,PowerLaw,0.13773492,0.3878486,,,,,0,0,0,0.999857915,0.000142,0.970823468,0.029176532,0.996227052,0.003772948,0.999375091,0.000625,0,0,0,0,AGN
4FGL J1632.5+3839,61.751534,42.903423,1722.792,-21.6763465,2.5196493,0.2878473,0.57055384,2.6881726,0.8429088,-0.8559063,0.003559423,0.6666667,-0.37272984,-0.6455471,-0.999869,-0.99300647,0.630061004,PowerLaw,0.21954387,0.50229937,3FGL J1632.8+3838,,,,0,0,0,0.794592088,0.205407912,0.619868931,0.380131069,0.263642351,0.736357649,0.874024672,0.125975328,0,0.347,0.996,0,MIXED
4FGL J1634.6-4324,339.9166,2.873995,3242.806,-21.4552929,2.2848427,0.1515315,-0.049316376,0.8904213,0.99452746,-0.6793661,0.001119434,0.6666667,-0.8890414,-0.33860043,-0.79251194,0.26561385,2.74243655,PowerLaw,0.048752587,0.17138305,,,,,0,0,256,0.999157756,0.000842,0.972789708,0.027210292,0.998287982,0.001712018,0.988984,0.011016,0,0,0,0,AGN
4FGL J1634.7+0235,18.301313,31.330492,1998.8594,-21.872262,2.1743867,0.3359547,0.9999969,4.761208,-0.998553,0.9990206,0.001117591,0.6666667,0.47245157,-0.67820436,-0.99999976,0.9990818,1.32463592,LogParabola,,0.022565149,,,,,0,0,2048,0.589018143,0.410981857,0.504684087,0.495315913,0.55766268,0.44233732,0.439857389,0.560142611,0,0.56,0.334,0.834,MIXED
4FGL J1635.3+4258,67.64059,42.460987,1565.5013,-21.8922484,2.1909277,0.2383023,0.44446793,3.3610365,0.9970207,-0.3518794,0.004261434,0.6666667,-0.33262604,-0.4590298,-0.99995106,-0.75842553,2.68190886,LogParabola,0.18150821,0.562442,3FGL J1635.3+4257,,,,0,0,0,0.997999113,0.002000887,0.925674468,0.074325532,0.921708795,0.078291205,0.948514087,0.051485913,0,0.001,0,0,AGN
4FGL J1635.4-3249,347.92654,9.845844,1266.6765,-21.3777275,2.4961112,0.15031855,0.222519,2.8221815,-0.624498,0.9986406,0.003890677,0.6666667,-0.7308945,-0.6805691,-0.7345827,-0.99989015,1.81384828,PowerLaw,0.104543276,0.33678225,,,,,0,0,0,0.998393414,0.001606586,0.952118457,0.047881543,0.966065744,0.033934256,0.955656254,0.044343746,0,0.001,0,0,AGN
4FGL J1636.9-4710,337.41437,0.03242511,2618.5042,-18.9907385,2.502927,0.21408269,0.27260822,4.873877,-0.91657925,0.27034152,0.003883913,0.6666667,-0.33950615,-0.7968193,-0.91508025,-0.32566923,2.24741075,LogParabola,0.096949324,0.52067155,3FGL J1636.2-4709c,,,,0,0,22,0.265043744,0.734956256,0.873015773,0.126984227,0.819800498,0.180199502,0.390462688,0.609537312,1,0.044,0,0.952,MIXED
4FGL J1637.5+3005,50.50551,40.785038,626.2154,-22.9477517,2.7058086,0.19691622,0.05836481,0.5406128,0.99974835,-0.6213269,0.004526713,0.6666667,-0.7048906,-0.73393583,-0.99958867,-0.99841404,2.05423795,PowerLaw,0.11208592,0.37690026,,,,,0,0,1,0.998360784,0.001639216,0.980260234,0.019739766,0.975091837,0.024908163,0.982148592,0.017851408,0,0,0,0,AGN
4FGL J1639.0-2727,352.5904,12.759099,1066.2424,-21.5891779,2.5256248,0.14170177,0.06893737,0.9434259,-0.24163997,-0.53297,0.002140619,0.6666667,-0.75641525,-0.5688069,-0.86481756,-0.99989253,0.842158815,PowerLaw,0.078256,0.25909007,,,,,0,0,0,0.997557532,0.002442468,0.975502823,0.024497177,0.978318632,0.021681368,0.973505796,0.026494204,0,0,0,0,AGN
4FGL J1639.2-5638,330.56866,-6.5428624,712.90393,-21.6867352,2.7918408,0.2124095,0.52276057,4.316767,0.9999922,-0.44868016,0.01316633,0.6666667,-0.8433577,-0.99996245,-0.73059887,0.844666,1.78118424,LogParabola,0.19936039,0.69228446,,,,,0,0,2,0.987356733,0.012643267,0.811399952,0.188600048,0.766613062,0.233386938,0.920314232,0.079685768,0,0.052,0,0,AGN
4FGL J1639.3-5146,334.25122,-3.3325295,1522.0134,-19.393772,2.27613,0.0546931,0.2097457,6.6364884,0.8315537,-0.4337827,0.00087,0.6666667,-0.48239025,-0.57031107,-0.83178663,-0.72426206,2.08771634,LogParabola,0.040263187,0.12044894,3FGL J1639.4-5146,3FHL J1639.3-5145,,,0,0,0,0.008265876,0.991734124,0.450969644,0.549030356,0.382118419,0.617881581,0.391873523,0.608126477,1,0.648,0.949,0.953,PSR
4FGL J1639.8-4642,338.07608,-0.024206404,2835.0413,-19.0121781,2.5076334,0.1432775,0.14660397,3.8297079,0.9983871,-0.61081064,0.003277225,0.6666667,-0.69972026,-0.71826935,-0.8372665,-0.5014231,1.14281373,LogParabola,0.05577781,0.45713586,,,,,0,0,20,0.386111826,0.613888174,0.76263019,0.23736981,0.324328828,0.675671172,0.500341534,0.499658466,1,0.15,0.993,0.498,MIXED
4FGL J1640.3-4917,336.2056,-1.7956508,1762.787,-20.2813886,2.505143,0.13554472,0.17844783,2.9745347,-0.6666064,-0.65094775,0.00196632,0.6666667,-0.6672143,-0.61869454,-0.8389718,-0.9999901,0.907115525,LogParabola,0.081573285,0.28091794,3FGL J1640.6-4917,,,,0,0,0,0.546067822,0.453932178,0.910708855,0.089291145,0.874699074,0.125300926,0.743891007,0.256108993,0,0.016,0,0,AGN
4FGL J1641.3-2908,351.6116,11.295538,773.84015,-21.0882546,2.611539,0.13368537,0.30890316,3.8825803,-0.40759414,-0.44668567,0.003856596,0.6666667,-0.7488645,-0.7971527,-0.9999023,0.5114506,0.785354975,LogParabola,0.109502606,0.27398342,,,,,0,0,2,0.941719504,0.058280496,0.782408898,0.217591102,0.708851298,0.291148702,0.782414692,0.217585308,0,0.088,0,0,AGN
4FGL J1641.5+2017,38.63477,37.33094,14545.143,-23.4216603,1.5930284,0.26063508,0.018910117,0.13292737,-0.9987374,0.99836016,0.000464,0.6666667,-0.46512347,-0.29436198,-0.361718,-0.21376869,1.64648625,PowerLaw,0.11520863,0.44693768,,,,,0,0,0,0.9994114,0.000589,0.950383954,0.049616046,0.982228642,0.017771358,0.995775007,0.004224993,0,0.009,0,0,AGN
4FGL J1643.1+1436,32.23362,34.91679,526.2469,-22.7210259,2.7607894,0.24324147,0.16004892,1.1081936,0.9956173,-0.7565693,0.005800434,0.6666667,-0.7785771,-0.67901224,-0.9999323,0.99915415,1.35634415,PowerLaw,0.16102119,0.39728898,,,,,0,0,0,0.990860292,0.009139708,0.96922031,0.03077969,0.91395541,0.08604459,0.965560463,0.034439537,0,0,0,0,AGN
4FGL J1643.3-3148,349.82294,9.242311,1639.9342,-21.2283602,2.2757897,0.20195083,0.4031987,3.4004538,0.9748439,-0.73652107,0.003344605,0.6666667,-0.28047773,-0.48201033,-0.9996431,-0.93643504,2.16450223,LogParabola,0.18273753,0.4125573,,,,,0,0,0,0.699969196,0.300030804,0.915377301,0.084622699,0.93709155,0.06290845,0.814358289,0.185641711,0,0.011,0,0,AGN
4FGL J1644.8+1850,37.253548,36.10579,3046.5964,-22.2475391,1.9937022,0.23638427,0.2698275,2.3664415,-0.88553125,-0.60769945,0.002496025,0.6666667,-0.11731358,-0.23923348,-0.73886454,-0.64017826,2.21075627,PowerLaw,0.15302357,0.5130842,,,agn,SDSS J164425.70+185243.6,0.44,0,0,0.998946146,0.001053854,0.972068968,0.027931032,0.995196159,0.004803841,0.988559635,0.011440365,0,0,0,0,AGN
4FGL J1644.9-4921,336.64355,-2.412195,1647.5299,-21.0270535,2.694273,1.1841569,0.53147167,2.5237775,-0.87104005,0.9666542,0.00439851,0.6666667,-0.7964883,-0.99841154,0.9616529,-0.99999434,1.47286595,PowerLaw,0.43282744,0.31737155,,,,,0,0,24,0.95462555,0.04537445,0.967754405,0.032245595,0.997448808,0.002551192,0.867588229,0.132411771,0,0,0,0,AGN
4FGL J1645.0+1654,35.057186,35.357185,1945.2188,-22.3802383,2.2133803,0.2754132,0.104134545,0.7565396,-0.46339282,-0.76348233,0.002539529,0.6666667,-0.50660604,-0.58181703,-0.608979,-0.6611156,2.12485905,PowerLaw,0.15308449,0.47617087,,,agn,WISE J164528.21+170002.2,0.18,0,0,0.999688473,0.000312,0.977653816,0.022346184,0.998191301,0.001808699,0.994820246,0.005179754,0,0,0,0,AGN
4FGL J1645.1-4123c,342.71228,2.7486176,3256.7568,-21.5401847,2.2720425,0.26308513,0.35423282,2.542155,-0.8947314,-0.013371267,0.011512374,0.6666667,0.99341434,-0.5119326,-0.99999183,0.9996496,1.876668,PowerLaw,0.22469674,1.8604857,,,,,0,0,32,0.967775554,0.032224446,0.962779506,0.037220494,0.994645967,0.005354033,0.907863742,0.092136258,0,0.001,0,0,AGN
4FGL J1645.2-5218,334.44235,-4.362953,1222.463,-21.6650199,2.6443856,0.2900991,0.29682425,2.685886,0.9919482,-0.75265044,0.006792305,0.6666667,-0.7849703,-0.63392985,-0.9946511,-0.9866001,1.19647425,PowerLaw,0.17077313,0.53069824,,,,,0,0,8,0.961093743,0.038906257,0.894550196,0.105449804,0.759829102,0.240170898,0.91452636,0.08547364,0,0.018,0,0,AGN
4FGL J1646.5-4406,340.81552,0.80478513,2133.3025,-20.6593935,2.550342,0.20541461,0.18409932,2.2755477,0.18926385,0.8884568,0.002494368,0.6666667,-0.4917232,-0.7651945,-0.74379283,-1,2.0956461,PowerLaw,0.10944723,0.37374064,,,,,0,0,8,0.971937307,0.028062693,0.954971132,0.045028868,0.95259859,0.04740141,0.904333738,0.095666262,0,0.001,0,0,AGN
4FGL J1646.7-2154,358.16394,14.909766,1480.6263,-20.9780772,2.4854279,0.22512136,0.54481864,4.572719,0.9988662,-0.5160625,0.01106941,0.6666667,-0.6170632,-0.7983745,-0.82290035,-0.99885964,0.959932995,LogParabola,0.24875826,0.98421335,,,,,0,0,0,0.953528565,0.046471435,0.481489107,0.518510893,0.277693946,0.722306054,0.69343618,0.30656382,0,0.592,1,0,MIXED
4FGL J1648.1-1547,3.45151,18.349918,13313.98,-22.410189,1.6571944,0.22233161,0.06260414,0.615395,-0.34851444,0.2225937,0.000703,0.6666667,0.92789954,-0.58063346,-0.07307069,-0.21401383,2.26911727,PowerLaw,0.10945335,0.4750888,,3FHL J1648.1-1548,,,0,0,0,0.999526053,0.000474,0.955216366,0.044783634,0.996267226,0.003732774,0.984757095,0.015242905,0,0.005,0,0,AGN
4FGL J1648.7+4834,74.97876,39.960766,2706.126,-22.8936446,2.1406202,0.3649106,0.1501978,1.002091,0.9707935,-0.4740919,0.00376094,0.6666667,-0.65196216,-0.12011847,-0.6523439,-0.99990535,2.14349474,PowerLaw,0.19508523,0.8722512,,,,,0,0,0,0.999895,0.000105,0.975648769,0.024351231,0.991660553,0.008339447,0.995515262,0.004484738,0,0,0,0,AGN
4FGL J1649.2-4513,340.27917,-0.29197544,1371.4756,-19.6508737,2.6449673,0.2795654,0.40019593,4.708923,-0.99854696,0.9996138,0.007643434,0.6666667,-0.5368798,-0.9107478,-0.8017041,-0.99912435,0.367957715,LogParabola,0.16159,0.59989554,,,unk,ERC044 G340.20-00.22,0.77,0,25,0.587839674,0.412160326,0.434566099,0.565433901,0.199001297,0.800998703,0.474707389,0.525292611,0,0.682,1,0.666,MIXED
4FGL J1649.3-4441,340.6873,0.03385913,2409.2864,-19.6283016,2.4404871,0.1815074,0.4101607,4.527818,0.9579562,0.18292455,0.001815819,0.6666667,-0.4265957,-0.60536754,-0.8615593,-0.7299281,1.14723217,LogParabola,0.16325,0.29767087,3FGL J1650.0-4438c,,,,0,0,0,0.014264147,0.985735853,0.551977283,0.448022717,0.207502855,0.792497145,0.246375754,0.753624246,1,0.464,1,1,MIXED
4FGL J1649.8-3010,351.98468,9.211561,1275.8556,-20.2890395,2.3278666,0.12176157,0.40363076,6.5552187,0.9934449,-0.4589234,0.002416639,0.6666667,-0.41293824,-0.5826892,-0.99999815,-0.9999521,1.42822978,LogParabola,0.09322808,0.27845946,3FGL J1649.6-3007,,,,0,0,0,0.015088223,0.984911777,0.413378273,0.586621727,0.131564013,0.868435987,0.117657431,0.882342569,1,0.722,1,1,PSR
4FGL J1650.9-4420,341.1548,0.038772736,1402.3162,-19.7163297,2.5909271,0.2476217,0.3946611,4.1767273,0.99858975,-0.65763724,0.007989065,0.6666667,-0.5843762,-0.78485245,-0.9709892,-0.2674443,1.60240862,LogParabola,0.06864549,0.73787856,,,,,0,0,26,0.415753011,0.584246989,0.676014326,0.323985674,0.489119852,0.510880148,0.521893563,0.478106437,1,0.249,0.587,0.382,MIXED
4FGL J1651.1-5848,329.92325,-9.155266,840.2883,-21.6509395,2.6504283,0.25232595,0.64002734,4.2655005,0.6284776,-0.35268122,0.00928227,0.6666667,-0.6330058,-0.9678083,-0.9998825,0.96185493,1.6523765,LogParabola,0.24335317,0.69472593,,,sbg,NGC 6215,0.13,0,1,0.903837853,0.096162147,0.76227926,0.23772074,0.730300846,0.269699154,0.879308267,0.120691733,0,0.096,0,0,AGN
4FGL J1651.7-7241,318.62735,-17.656084,4331.82,-22.8399756,2.0433109,0.18353248,-0.02967536,0.39695024,-0.99229217,0.86302733,0.0004,0.6666667,-0.35267353,-0.57263666,-0.64780045,-0.2099435,0.709106328,PowerLaw,0.06813343,0.24812278,,,,,0,0,0,0.999873812,0.000126,0.967761463,0.032238537,0.995211772,0.004788228,0.997947848,0.002052152,0,0,0,0,AGN
4FGL J1651.7-4359,341.5055,0.15195034,2916.204,-19.7111222,2.5331256,0.2622446,0.9460093,5.54087,-0.97556585,0.27907586,0.002495849,0.6666667,-0.23925851,-0.55836725,-0.9175549,-0.99954826,2.08761702,LogParabola,0.202554,0.53409964,,,,,0,0,16,0.005365286,0.994634714,0.704793542,0.295206458,0.603454637,0.396545363,0.169269264,0.830730736,1,0.24,0.331,1,MIXED
4FGL J1652.2-4633e,339.58038,-1.5401769,5182.4473,-18.4584075,1.9658105,0.033544395,0.026194626,1.5055197,0.8623843,-0.2731307,1.57e-05,0.6666667,-0.50977933,-0.42921346,-0.5459518,-0.44581765,1.54980271,PowerLaw,0.014758326,0.030247327,3FGL J1650.3-4600,3FHL J1652.2-4633e,,,,,0,0.995733715,0.004266285,0.957325336,0.042674664,0.945267225,0.054732775,0.897235968,0.102764032,0,0.001,0,0,AGN
4FGL J1652.2-4516,340.56934,-0.7372195,1739.7052,-19.7990232,2.5738802,0.2045881,0.3968757,4.3057632,-0.9872152,0.88928753,0.003043331,0.6666667,-0.5257795,-0.7714082,-0.94189614,-0.9998064,1.49458026,LogParabola,0.1632659,0.36843228,,,unk,SWIFT J1652.3-4520,0.55,0,26,0.024309786,0.975690214,0.717817696,0.282182304,0.639866218,0.360133782,0.44318668,0.55681332,1,0.179,0.312,0.805,MIXED
4FGL J1653.0+3640,59.651196,38.683945,2684.4902,-23.0392494,2.049861,0.52138716,0.9063443,2.6412585,-0.9793442,0.34374955,0.003091838,0.6666667,0.049828276,-0.2758047,-0.9999998,0.33825794,2.04443169,PowerLaw,0.3805518,0.001248335,,,,,0,0,0,0.946334135,0.053665865,0.953602896,0.046397104,0.983889223,0.016110777,0.950979692,0.049020308,0,0,0,0,AGN
4FGL J1653.2-4349,341.80304,0.057707638,1812.6008,-18.8938611,2.556105,0.09907543,0.29657003,6.790428,-0.9764809,0.996719,0.00199083,0.6666667,-0.6587195,-0.73952657,-0.9145913,-0.99999946,2.10702563,LogParabola,0.06280302,0.23445052,3FGL J1652.8-4351,,,,0,0,0,0.000751,0.999249197,0.467465854,0.532534146,0.341192687,0.658807313,0.127358225,0.872641775,1,0.622,0.95,1,PSR
4FGL J1654.2-4907c,337.80655,-3.4246333,1644.4551,-21.2040046,2.490731,0.16546585,0.08327086,1.1779726,0.58702433,-0.6466186,0.001330165,0.6666667,-0.7911189,-0.5675107,-0.8157047,-0.58699846,2.47866576,PowerLaw,0.09257948,0.118133985,3FGL J1654.3-4907,,,,0,0,32,0.997572731,0.002427269,0.972689952,0.027310048,0.996452445,0.003547555,0.995160303,0.004839697,0,0,0,0,AGN
4FGL J1654.5-5509,333.10306,-7.2365985,553.73004,-22.2833068,2.6541212,0.44269636,0.95615304,3.1567502,-0.5721129,-0.52521104,0.002162425,0.6666667,-0.93005866,-0.5683271,-0.8871206,-0.99999976,1.14447185,LogParabola,0.20518324,0.25790715,,,unk,ERC353 G333.04-07.47,0.28,0,257,0.992577152,0.007422848,0.911297709,0.088702291,0.897782567,0.102217433,0.893468973,0.106531027,0,0.009,0,0,AGN
4FGL J1655.5-4737e,339.10068,-2.6562788,3455.3457,-20.3354822,2.1139176,0.092915885,-0.004737082,0.15262209,0.9982816,-0.56404567,0.000246,0.6666667,-0.830407,-0.57310647,-0.2839609,-0.67599034,1.40924871,PowerLaw,0.031275343,0.12746544,3FGL J1655.5-4748,3FHL J1655.5-4737e,,,,,512,0.997988272,0.002011728,0.970237876,0.029762124,0.993820603,0.006179397,0.96850501,0.03149499,0,0,0,0,AGN
4FGL J1655.9-3940,345.3499,2.281582,4367.494,-21.1556181,2.2195282,0.35355598,0.4597422,2.3471813,-0.32105303,-0.9829319,0.008632695,0.6666667,0.9997765,-0.5972202,-0.6959932,-0.75890857,1.39001902,PowerLaw,0.29470748,1.6062686,,,,,0,0,0,0.992829824,0.007170176,0.956205555,0.043794445,0.983999806,0.016000194,0.883350078,0.116649922,0,0.001,0,0,AGN
4FGL J1655.9-3101,352.15524,7.6511006,1184.0767,-21.5797834,2.470925,0.20522578,0.26867083,2.4225447,-0.9999412,0.99998486,0.003320982,0.6666667,-0.63214386,-0.7637668,-0.7442021,-0.99971837,1.32974633,PowerLaw,0.13785963,0.34638494,,,,,0,0,0,0.996957422,0.003042578,0.951266102,0.048733898,0.965363909,0.034636091,0.953360166,0.046639834,0,0.002,0,0,AGN
4FGL J1656.4-0410,14.976123,23.181635,2985.5017,-21.4109771,2.229168,0.2857355,0.5993631,3.7926638,0.9812587,-0.78262615,0.010307113,0.6666667,0.08670773,-0.6288856,-0.8267532,-0.9997267,2.29171952,LogParabola,0.28557816,1.3681378,,,,,0,0,0,0.751277496,0.248722504,0.848351981,0.151648019,0.759565041,0.240434959,0.856203308,0.143796692,0,0.066,0,0,AGN
4FGL J1656.5-2733,354.99774,9.677605,1480.305,-20.9598596,2.3634982,0.2585765,0.93919957,5.6400094,0.9748457,-0.7329882,0.004192284,0.6666667,-0.08748662,-0.7489914,-0.9999857,-0.99991006,1.39894555,LogParabola,0.31988496,0.007352172,,,,,0,0,0,0.851618799,0.148381201,0.408370113,0.591629887,0.229542224,0.770457776,0.424878102,0.575121898,0,0.707,1,0.902,MIXED
4FGL J1656.9-5717,331.6246,-8.8213825,961.76794,-21.6514772,2.6956148,0.2866272,0.6112681,3.5949588,0.86578876,-0.24831162,0.010852438,0.6666667,-0.7061401,-0.8271228,-0.8984852,-0.9841138,2.28200349,LogParabola,0.28983828,0.8267769,,,,,0,0,18,0.947737916,0.052262084,0.9099567,0.0900433,0.878458391,0.121541609,0.929729856,0.070270144,0,0.011,0,0,AGN
4FGL J1657.4-3917c,345.826,2.2914202,3226.9639,-21.1308862,2.330589,0.320422,0.47174639,2.1540945,0.7904721,0.9997125,0.002804579,0.6666667,-0.66088337,-0.649571,-0.81604373,-0.531528,1.92496691,PowerLaw,0.33097202,0.43263948,3FGL J1656.9-3919c,,,,0,0,50,0.872325655,0.127674345,0.932573491,0.067426509,0.898578652,0.101421348,0.856950718,0.143049282,0,0.007,0,0,AGN
4FGL J1657.7-4656c,339.87958,-2.5117924,3934.3254,-20.8837963,2.2908697,0.18704991,0.14560407,1.881435,-0.56497926,-0.97062033,0.001856013,0.6666667,0.99165845,-0.70387655,-0.5381352,-0.8726473,1.75150898,PowerLaw,0.10781145,0.342089,3FGL J1657.6-4653,3FHL J1657.6-4656,,,0,0,40,0.9882327,0.0117673,0.968615258,0.031384742,0.996848112,0.003151888,0.944139214,0.055860786,0,0,0,0,AGN
4FGL J1657.7-4520,341.13687,-1.5282781,3233.8052,-20.9099135,2.3317566,0.16827711,0.06997949,0.89586884,0.6201806,-0.7559829,0.001244663,0.6666667,0.04273174,-0.7552444,-0.7907097,-0.033364885,2.44444582,PowerLaw,0.09599394,0.13801646,,,,,0,0,8,0.996575349,0.003424651,0.971555067,0.028444933,0.997567403,0.002432597,0.981044394,0.018955606,0,0,0,0,AGN
4FGL J1658.3-4637c,340.18692,-2.4084165,4228.3184,-21.0662129,2.287662,0.26961353,0.11269568,1.2385296,-0.27046883,0.9996211,0.007611727,0.6666667,-0.84161836,-0.41104788,-0.83999693,-0.523993,0.665641318,PowerLaw,0.12966146,1.5083002,,,,,0,0,32,0.997594521,0.002405479,0.942148602,0.057851398,0.863399264,0.136600736,0.89684233,0.10315767,0,0.007,0,0,AGN
4FGL J1659.0-0140,17.664564,23.927761,1217.9058,-20.5813436,2.2686298,0.101625286,0.27368516,4.091443,0.662631,-0.053894524,0.005966701,0.6666667,-0.455362,-0.64632136,-0.97591555,0.36187404,1.91130849,LogParabola,0.09167174,0.6686155,3FGL J1659.0-0142,,,,0,0,4,0.630586286,0.369413714,0.603802759,0.396197241,0.593705043,0.406294957,0.578443402,0.421556598,0,0.372,0.03,0.094,AGN
4FGL J1659.2-1443,5.996065,16.788904,1746.7788,-21.4089084,2.270519,0.17369443,0.267256,2.4005425,0.8977102,-0.14350301,0.004118687,0.6666667,-0.5859197,-0.45215404,-0.9848604,0.7020941,1.86090124,PowerLaw,0.17848952,0.5546493,,,,,0,0,0,0.904016898,0.095983102,0.909921096,0.090078904,0.865944732,0.134055268,0.883778794,0.116221206,0,0.005,0,0,AGN
4FGL J1700.2-4237,343.5388,-0.1971766,996.3632,-20.1112746,2.7380888,0.2554843,0.468492,4.2635245,-0.13570179,0.9967919,0.012918826,0.6666667,-0.643405,-0.90209067,-0.99454045,-0.9994508,1.63917282,LogParabola,0.1104838,0.7400006,,,unk,ERC030 G343.46-00.07,0.76,0,13,0.544326005,0.455673995,0.626981931,0.373018069,0.47402991,0.52597009,0.603641234,0.396358766,0,0.328,0.431,0.031,MIXED
4FGL J1700.3-4557,340.9338,-2.2653692,1786.9191,-20.6135237,2.5064304,0.21124782,0.3440197,3.0777872,0.017772987,-0.79258865,0.009993996,0.6666667,-0.5511042,-0.7455774,-0.85700965,-0.9997306,2.44026985,LogParabola,0.1032084,1.000033,,,,,0,0,8,0.989710431,0.010289569,0.962797967,0.037202033,0.979333906,0.020666094,0.783882432,0.216117568,0,0.001,0,0,AGN
4FGL J1700.8-5218,335.93784,-6.218746,999.258,-21.7047714,2.6572378,0.21468493,0.27358,2.8096747,0.9069084,-0.81765574,0.004835981,0.6666667,-0.7674284,-0.7374492,-1,0.9986089,1.96670181,PowerLaw,0.13314183,0.4444962,3FGL J1701.3-5216,,,,0,0,8,0.987508359,0.012491641,0.962987102,0.037012898,0.956269427,0.043730573,0.95103665,0.04896335,0,0.001,0,0,AGN
4FGL J1701.3-4924,338.2998,-4.509959,1842.4597,-21.5557959,2.478193,0.24969609,0.29857847,2.5111635,-0.99817216,0.9977144,0.003510743,0.6666667,-0.7124136,-0.6693255,-0.9999916,-0.9383545,1.71378851,PowerLaw,0.17471594,0.43406415,3FGL J1701.1-4930,,,,0,0,8,0.857190616,0.142809384,0.951449126,0.048550874,0.953301475,0.046698525,0.905776131,0.094223869,0,0.001,0,0,AGN
4FGL J1701.9-4625,340.72552,-2.77689,2252.5537,-21.1209589,2.6005383,0.52975655,0.23701355,2.122951,0.9906592,-0.65561455,0.012509774,0.6666667,-0.6007185,-0.8817847,-0.80150217,-0.9923505,1.79040266,PowerLaw,0.20419063,1.2708666,3FGL J1702.1-4623,,,,0,0,24,0.996197713,0.003802287,0.956617697,0.043382303,0.93034925,0.06965075,0.929932075,0.070067925,0,0.001,0,0,AGN
4FGL J1702.3-2525,357.5202,9.937774,2916.7783,-21.6935364,2.0889812,0.19102411,0.24019682,2.4146495,-0.7733175,-0.8895274,0.001729886,0.6666667,0.60641646,-0.47457412,-0.5883804,-0.9999858,1.41310268,PowerLaw,0.124386564,0.3353984,3FGL J1702.1-2524,,,,0,0,0,0.999904631,9.54e-05,0.965961126,0.034038874,0.995828727,0.004171273,0.987209831,0.012790169,0,0,0,0,AGN
4FGL J1702.5-4803,339.49985,-3.8463504,2220.1104,-21.5126005,2.4309502,0.27362826,0.09245616,1.0744272,0.3661004,0.993186,0.001915647,0.6666667,-0.8053593,-0.76887363,-0.6869558,-0.62932247,1.45798877,PowerLaw,0.10764439,0.30504534,,,,,0,0,24,0.998778961,0.001221039,0.96244889,0.03755111,0.969975598,0.030024402,0.972402141,0.027597859,0,0.001,0,0,AGN
4FGL J1702.7-5655,332.39505,-9.229002,1134.3977,-19.6077043,2.4767342,0.045293752,0.24643143,9.655973,0.5210513,-0.41204703,0.001457978,0.6666667,-0.6707611,-0.7548537,-0.90557206,-0.7690618,2.48893598,LogParabola,0.035441283,0.11978505,3FGL J1702.8-5656,,,,0,0,0,0.031138343,0.968861657,0.391456626,0.608543374,0.073359547,0.926640453,0.207181586,0.792818414,1,0.755,1,1,PSR
